QA-016,Manual testing,8,Smoke and sanity testing,Know the difference between a smoke test and a sanity check.,Create a 10-minute smoke checklist and a smaller change-focused sanity checklist.,https://roadmap.sh/qa,2026-09-14,2026-09-20,3,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-017,Manual testing,9,Regression testing,Learn how to choose regression tests based on risk instead of rerunning everything.,Build a risk-based regression pack for a sample web application.,https://www.istqb.org/certifications/certified-tester-foundation-level,2026-09-21,2026-09-27,5,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-018,Manual testing,9,Compatibility and responsive testing,"Build a practical approach to browser, device, and screen-size coverage.","Create a small browser and device matrix, then test one responsive page.",https://roadmap.sh/qa,2026-09-21,2026-09-27,4,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-019,Web basics,10,"HTML, CSS, and JavaScript basics","Read enough HTML, CSS, and JavaScript to investigate UI problems.","Inspect a page and identify its forms, validation, state changes, and network calls.",https://developer.mozilla.org/en-US/docs/Learn_web_development,2026-09-28,2026-10-04,6,Must,Blocked,25%,,Not reviewed,,,,Blocked
QA-020,Web basics,10,Browser developer tools,Use browser developer tools confidently when reproducing issues.,"Use Elements, Console, Network, and Storage to investigate one sample UI problem.",https://developer.chrome.com/docs/devtools,2026-09-28,2026-10-04,5,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-021,Web basics,11,"Async requests, caching, and rendering","Understand async requests, caching, and rendering well enough to test loading and stale states.","Write checks for loading, failure, retry, and stale-cache behavior.",https://developer.mozilla.org/en-US/docs/Learn_web_development,2026-10-05,2026-10-11,4,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-022,Web basics,11,"SPA, PWA, and static-site behavior","Recognize the main risks in SPAs, PWAs, and statically delivered sites.",Create a focused checklist for a small React single-page app.,https://developer.mozilla.org/en-US/docs/Learn_web_development,2026-10-05,2026-10-11,4,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-023,Automation,12,Automation basics and the test pyramid,Decide which tests are worth automating and where they belong in the test pyramid.,Sketch a test pyramid and choose a few realistic automation candidates.,https://playwright.dev/docs/intro,2026-10-12,2026-10-18,4,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-024,Automation,12,Set up Playwright,Set up Playwright locally and understand its basic workflow.,"Create a Playwright project, run the example tests, and commit one passing test.",https://playwright.dev/docs/intro,2026-10-12,2026-10-18,5,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-025,Automation,13,"Locators, actions, and assertions",Write reliable Playwright tests with clear locators and assertions.,Automate login and one filtered-list scenario using user-facing locators.,https://playwright.dev/docs/intro,2026-10-19,2026-10-25,6,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-026,Automation,13,"Fixtures, test data, and helpers",Share setup and test data without making the tests hard to understand.,Refactor two tests so they share setup and data while keeping the test intent obvious.,https://playwright.dev/docs/intro,2026-10-19,2026-10-25,6,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-027,Automation,14,Cross-browser and headless testing,Run a small suite across browsers and recognize headless-only problems.,"Run a smoke test in Chromium, Firefox, and WebKit and record any differences.",https://playwright.dev/docs/intro,2026-10-26,2026-11-01,4,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-028,Automation,14,Choosing an automation tool,Compare browser automation tools using the needs of a real project.,"Write a short decision note comparing Playwright, Cypress, Selenium, WebdriverIO, and Puppeteer.",https://roadmap.sh/qa,2026-10-26,2026-11-01,4,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-029,API testing,15,HTTP and API fundamentals,"Understand HTTP requests, responses, authentication, and JSON contracts.","Document one API request, then add positive and negative test cases for it.",https://learning.postman.com/docs/getting-started/quick-start/,2026-11-02,2026-11-08,5,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-030,API testing,15,Postman collections and environments,Organize API checks in Postman so they are easy to rerun.,Build a Postman collection for one small workflow using variables and assertions.,https://learning.postman.com/docs/getting-started/quick-start/,2026-11-02,2026-11-08,6,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-031,API testing,16,Running Postman tests with Newman,Run the same Postman checks from the command line and save the output.,Run the collection with Newman and save a readable report.,https://learning.postman.com/docs/getting-started/quick-start/,2026-11-09,2026-11-15,4,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-032,API testing,16,Code-based API testing tools,Explore when a code-based API testing tool is more useful than Postman.,"Prototype three API checks with one of Karate, REST Assured, or SoapUI.",https://roadmap.sh/qa,2026-11-09,2026-11-15,5,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-033,Mobile testing,17,Mobile test strategy,"Plan realistic mobile coverage across devices, OS versions, permissions, and networks.",Create a mobile risk list and a device/OS coverage matrix.,https://appium.io/docs/en/latest/,2026-11-16,2026-11-22,4,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-034,Mobile testing,17,Mobile automation options,Understand the trade-offs between cross-platform and native mobile automation.,"Run one sample project or write a tool-choice note for Appium, Espresso, Detox, and XCUITest.",https://appium.io/docs/en/latest/,2026-11-16,2026-11-22,5,Optional,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-035,Non-functional,18,Accessibility testing,Learn the accessibility checks I can perform without specialist equipment.,"Audit one page for keyboard access, focus, labels, and contrast; record what I find.",https://webaim.org/intro/,2026-11-23,2026-11-29,5,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-036,Non-functional,18,Lighthouse and web performance,Use Lighthouse as a starting point without treating one score as the full answer.,Run Lighthouse three times on the same page and summarize the stable findings.,https://developer.chrome.com/docs/devtools,2026-11-23,2026-11-29,4,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-037,Non-functional,19,Load testing with k6,Create a small k6 test with realistic checks and limits.,Create and run a small authenticated k6 test in a safe environment.,https://grafana.com/docs/k6/latest/get-started/running-k6/,2026-11-30,2026-12-06,6,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-038,Non-functional,19,"Stress, spike, and soak testing","Understand when to use load, stress, spike, and soak tests.","Write a performance test plan with clear limits, stop conditions, and success criteria.",https://grafana.com/docs/k6/latest/get-started/running-k6/,2026-11-30,2026-12-06,4,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-039,Non-functional,20,Security testing and OWASP,Recognize common web security risks and test authorization boundaries safely.,Make a security checklist and test two authorization cases in a safe environment.,https://owasp.org/www-project-top-ten/,2026-12-07,2026-12-13,6,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-040,Non-functional,20,Vulnerability scanning and secrets,Learn how to run scanners without exposing credentials or creating unsafe traffic.,"Run a safe local scan, or document exactly how I would scan and protect the evidence.",https://owasp.org/www-project-top-ten/,2026-12-07,2026-12-13,4,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-041,Supporting skills,21,Email testing,Cover the parts of an email flow that are easy to miss.,"Write tests for password reset and notification emails, including expiry and broken links.",https://roadmap.sh/qa,2026-12-14,2026-12-20,3,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-042,Supporting skills,21,Test reporting with JUnit and Allure,Produce test reports that help someone understand failures and history.,Publish a JUnit or Allure report from one automated run and review whether it tells the full story.,https://allurereport.org/docs/,2026-12-14,2026-12-20,5,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-043,Supporting skills,22,Monitoring and logs,Use logs and monitoring data to investigate a failure beyond the UI.,Follow one failed action from the UI symptom to the relevant log entry.,https://roadmap.sh/qa,2026-12-21,2026-12-27,4,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-044,Supporting skills,22,Git and pull requests,"Manage test assets through branches, commits, and pull requests.",Submit one test-related change through a branch and reviewed pull request.,https://git-scm.com/docs/gittutorial,2026-12-21,2026-12-27,5,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-045,Supporting skills,23,CI/CD quality gates,Understand which automated checks should be allowed to block a release.,Add a CI workflow that runs a smoke suite and keeps the report as an artifact.,https://docs.github.com/en/actions,2026-12-28,2027-01-03,6,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-046,AI testing,24,Using GenAI in testing,"Learn where GenAI can help with test analysis, design, automation, and reporting—and where I still need to verify its output.","Use a GenAI assistant to draft tests for a small feature, then review the output and record mistakes, missing cases, and privacy risks.",https://istqb.org/certifications/gen-ai/,2027-01-04,2027-01-10,4,Should,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-047,AI testing,24,Testing AI and LLM features,"Understand how nondeterminism, data quality, hallucinations, bias, and safety change the way AI features are tested.","Create a small evaluation set with normal prompts, edge cases, and prompt-injection attempts; run it several times and record failures against clear criteria.",https://istqb.org/certifications/certified-tester-ai-testing-ct-ai/,2027-01-04,2027-01-10,5,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-048,Capstone,25,QA strategy for a web product,Bring the main QA ideas together in one practical strategy.,"Write a QA strategy for a sample web product, covering scope, risks, environments, and evidence.",https://roadmap.sh/qa/projects,2027-01-11,2027-01-17,7,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-049,Capstone,25,Manual sign-off exercise,Show that I can run a repeatable manual test cycle and keep useful evidence.,Run at least twenty manual cases and attach the results and any defects.,https://roadmap.sh/qa/projects,2027-01-11,2027-01-17,8,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-050,Capstone,26,Automate a critical end-to-end flow,Build one maintainable end-to-end test for a high-value user journey.,"Automate login and one critical workflow, including an approval or decision point.",https://playwright.dev/docs/intro,2027-01-18,2027-01-24,10,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-051,Capstone,26,Performance and security review,Add a small amount of performance and security evidence without testing production unsafely.,Run one small performance check and two authorization checks in a safe test environment.,https://grafana.com/docs/k6/latest/get-started/running-k6/,2027-01-18,2027-01-24,8,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
QA-052,Capstone,27,Final QA report and portfolio review,"Summarize what I tested, what remains risky, and what I learned.",Publish a short final report and ask someone to review the evidence and remaining risks.,https://roadmap.sh/qa,2027-01-25,2027-01-31,6,Must,Scheduled,0%,,Not reviewed,,,,Scheduled
